,Listing,Actions,Avg Sold Price,Avg Shipping,Total Sold,Item_Sale,Bids,Date Last Sold
0,", preview full size imageLOT OF 10 Indian Head Cent Pennies in G/VG (10 PC. LOT) CIRCULATED SUPER NICELOT OF 10 Indian Head Cent Pennies in G/VG (10 PC. LOT) CIRCULATED SUPER NICE",EditSell SimilarExclude listing,$18.69Fixed price,$0.00100% Free shipping,61,"$1,140.20",–,"Mar 30, 2024"
1,", preview full size image1862 CN INDIAN HEAD CENT PENNY G/VG FREE SHIPPING LOWEST PRICES ON THE BAY1862 CN INDIAN HEAD CENT PENNY G/VG FREE SHIPPING LOWEST PRICES ON THE BAY",EditSell SimilarExclude listing,$16.13Fixed price,$0.00100% Free shipping,45,$725.78,–,"Mar 30, 2024"
2,", preview full size imageINDIAN HEAD CENT PENNY WHEAT CENT PENNY ROLL LOT 1800'S 1900'S :9INDIAN HEAD CENT PENNY WHEAT CENT PENNY ROLL LOT 1800'S 1900'S :9",EditSell SimilarExclude listing,$9.99Auction,$5.000% Free shipping,1,$9.99,1,"Mar 30, 2024"
3,", preview full size imageIndian Head Penny Lot of ""1"" VERY NICE 1904 GOOD OR BETTER°$ FREE SHIPPING $#715Indian Head Penny Lot of ""1"" VERY NICE 1904 GOOD OR BETTER°$ FREE SHIPPING $#715",EditSell SimilarExclude listing,$2.99Auction,$0.00100% Free shipping,1,$2.99,1,"Mar 30, 2024"
4,", preview full size imageINDIAN HEAD CENT PENNY WHEAT CENT PENNY ROLL LOT 1800'S 1900'S :021INDIAN HEAD CENT PENNY WHEAT CENT PENNY ROLL LOT 1800'S 1900'S :021",EditSell SimilarExclude listing,$9.99Auction,$5.000% Free shipping,1,$9.99,1,"Mar 30, 2024"
5,", preview full size image1908 Indian Head Cent - Penny, Full Liberty, 4 Diamonds ""Actual Coin Shown""1908 Indian Head Cent - Penny, Full Liberty, 4 Diamonds ""Actual Coin Shown""",EditSell SimilarExclude listing,$9.18Fixed price,$0.00100% Free shipping,1,$9.18,–,"Mar 30, 2024"
6,", preview full size image1907 P Indian Head Cent Penny  AVE CIRCULATED  **FREE SHIPPING**1907 P Indian Head Cent Penny  AVE CIRCULATED  **FREE SHIPPING**",EditSell SimilarExclude listing,$2.39Fixed price,$0.00100% Free shipping,3,$7.17,–,"Mar 30, 2024"
7,", preview full size image1948-S Lincoln Wheat Penny Small Cent Vintage Penny Inv#18a Nice Coin1948-S Lincoln Wheat Penny Small Cent Vintage Penny Inv#18a Nice Coin",EditSell SimilarExclude listing,$1.25Fixed price,$1.250% Free shipping,1,$1.25,–,"Mar 30, 2024"
8,", preview full size imageIndian Head Penny Lot of ""3""1900-1901 & 1902 °LOWER GRADE° *FREE SHIPPING* #615Indian Head Penny Lot of ""3""1900-1901 & 1902 °LOWER GRADE° *FREE SHIPPING* #615",EditSell SimilarExclude listing,$7.25Auction,$0.00100% Free shipping,1,$7.25,3,"Mar 30, 2024"
9,", preview full size image1908-S Indian Head Cent Penny, Better Date1908-S Indian Head Cent Penny, Better Date",EditSell SimilarExclude listing,$71.00Auction,$3.250% Free shipping,1,$71.00,23,"Mar 30, 2024"
10,", preview full size image1901 Indian Head Cent Penny, Red, Gem BU++ RD1901 Indian Head Cent Penny, Red, Gem BU++ RD",EditSell SimilarExclude listing,$128.50Auction,$3.250% Free shipping,1,$128.50,27,"Mar 30, 2024"
11,", preview full size image1894 Indian Head Cent Penny, Choice Uncirculated++ Better Date1894 Indian Head Cent Penny, Choice Uncirculated++ Better Date",EditSell SimilarExclude listing,$177.50Auction,$3.250% Free shipping,1,$177.50,23,"Mar 30, 2024"
12,", preview full size imageIndian Head Penny, Buffalo Head Nickel - 4 coin lotIndian Head Penny, Buffalo Head Nickel - 4 coin lot",EditSell SimilarExclude listing,$7.27Fixed price,$10.8699% Free shipping,356,"$2,587.22",–,"Mar 30, 2024"
13,", preview full size image35 Indian Heads & Lot of Wheat Penny Collection in Old Whitman & Merit Folders35 Indian Heads & Lot of Wheat Penny Collection in Old Whitman & Merit Folders",EditSell SimilarExclude listing,$50.00Auction,$12.500% Free shipping,1,$50.00,3,"Mar 30, 2024"
14,", preview full size image1904 P Indian Head Cent / Penny   **FREE SHIPPING**1904 P Indian Head Cent / Penny   **FREE SHIPPING**",EditSell SimilarExclude listing,$2.00Fixed price,$0.00100% Free shipping,1,$2.00,–,"Mar 30, 2024"
15,", preview full size image1873 Indian Head Cent Penny - KEY DATE - Fast Shipping - $1 Start, No Reserve!1873 Indian Head Cent Penny - KEY DATE - Fast Shipping - $1 Start, No Reserve!",EditSell SimilarExclude listing,$4.36Auction,$3.990% Free shipping,1,$4.36,4,"Mar 30, 2024"
16,", preview full size image1904 P Indian Head Cent Penny  AVE CIRCULATED  **FREE SHIPPING**1904 P Indian Head Cent Penny  AVE CIRCULATED  **FREE SHIPPING**",EditSell SimilarExclude listing,$1.95Fixed price,$0.00100% Free shipping,3,$5.85,–,"Mar 30, 2024"
17,", preview full size image1880 RB Indian head penny AU Beautiful color tone "" Strong diamonds""1880 RB Indian head penny AU Beautiful color tone "" Strong diamonds""",EditSell SimilarExclude listing,$126.00Fixed price,$4.490% Free shipping,1,$126.00,–,"Mar 30, 2024"
18,", preview full size imageindian head penny 1881indian head penny 1881",EditSell SimilarExclude listing,$7.95Fixed price,$2.950% Free shipping,1,$7.95,–,"Mar 30, 2024"
19,", preview full size image1 Indian Head Cent Penny 1858-1909 Random Date | US Old Coins1 Indian Head Cent Penny 1858-1909 Random Date | US Old Coins",EditSell SimilarExclude listing,$1.45Fixed price,$2.110% Free shipping,499,$722.80,–,"Mar 30, 2024"
20,", preview full size image1901 P - Indian Head Penny - G/VG1901 P - Indian Head Penny - G/VG",EditSell SimilarExclude listing,$3.03Fixed price,$2.8799% Free shipping,253,$765.75,–,"Mar 30, 2024"
21,", preview full size image1889 Indian Head Cent Penny (AG-G) *JB's Coins*1889 Indian Head Cent Penny (AG-G) *JB's Coins*",EditSell SimilarExclude listing,$2.86Fixed price,$0.00100% Free shipping,4,$11.43,–,"Mar 30, 2024"
22,", preview full size image(20) Indian Head Penny Culls 1890 THRU 1909 SEE PICTURES $FREE SHIPPING $  # 30E(20) Indian Head Penny Culls 1890 THRU 1909 SEE PICTURES $FREE SHIPPING $  # 30E",EditSell SimilarExclude listing,$18.68Auction,$0.00100% Free shipping,1,$18.68,15,"Mar 30, 2024"
23,", preview full size imageIndian Head Penny Lot of 3 ALL DATES GUARANTEED 1800's! Estate Sale!! Indian Head Penny Lot of 3 ALL DATES GUARANTEED 1800's! Estate Sale!! ",EditSell SimilarExclude listing,$15.00Fixed price,$9.000% Free shipping,6,$90.00,–,"Mar 30, 2024"
24,", preview full size imageIndian Head Penny Lot of ""5"" 1902-1903-1904 1905 &1906 *Nice* FREE SHIPPING #225Indian Head Penny Lot of ""5"" 1902-1903-1904 1905 &1906 *Nice* FREE SHIPPING #225",EditSell SimilarExclude listing,$9.95Auction,$0.00100% Free shipping,1,$9.95,1,"Mar 30, 2024"
25,", preview full size imageLot of Indian Head Penny, Liberty V and Buffalo Nickel, Steel & 2 Wheat PenniesLot of Indian Head Penny, Liberty V and Buffalo Nickel, Steel & 2 Wheat Pennies",EditSell SimilarExclude listing,$6.82Fixed price,$12.13100% Free shipping,"1,870","$12,746.29",–,"Mar 30, 2024"
26,", preview full size imageOne Bulk Indian Head / Wheat Back Pennies Shotgun Roll - Lot # 453One Bulk Indian Head / Wheat Back Pennies Shotgun Roll - Lot # 453",EditSell SimilarExclude listing,$19.99Auction,$6.990% Free shipping,1,$19.99,1,"Mar 30, 2024"
27,", preview full size image1894 indian head penny cent1894 indian head penny cent",EditSell SimilarExclude listing,$13.00Auction,$0.810% Free shipping,1,$13.00,3,"Mar 30, 2024"
28,", preview full size image(25) Indian Head Cent/Penny-Lot Culls/25 Junk Coins $$$ FREE SHIPPING $$$  #30C(25) Indian Head Cent/Penny-Lot Culls/25 Junk Coins $$$ FREE SHIPPING $$$  #30C",EditSell SimilarExclude listing,$27.00Auction,$0.00100% Free shipping,1,$27.00,22,"Mar 30, 2024"
29,", preview full size image1885 Indian Head Cent Penny ~ G GOOD ~ US Type Coin Collectible1885 Indian Head Cent Penny ~ G GOOD ~ US Type Coin Collectible",EditSell SimilarExclude listing,$9.95Fixed price,$0.00100% Free shipping,1,$9.95,–,"Mar 30, 2024"
30,", preview full size image(20) Indian Head Cent/Penny-Lot Culls/20 Junk Coins $$$ FREE SHIPPING $$$  #30B(20) Indian Head Cent/Penny-Lot Culls/20 Junk Coins $$$ FREE SHIPPING $$$  #30B",EditSell SimilarExclude listing,$21.50Auction,$0.00100% Free shipping,1,$21.50,16,"Mar 30, 2024"
31,", preview full size imageLot of 10 Indian Head Cent Pennies From the late 1800’s  - In Coin Holder FlipsLot of 10 Indian Head Cent Pennies From the late 1800’s  - In Coin Holder Flips",EditSell SimilarExclude listing,$12.50Auction,$5.350% Free shipping,1,$12.50,1,"Mar 30, 2024"
32,", preview full size imageIndian Head Penny""1"" Coin Lot  1907*VERY NICE *PART LIBERTY *FREE SHIPPING* #115Indian Head Penny""1"" Coin Lot  1907*VERY NICE *PART LIBERTY *FREE SHIPPING* #115",EditSell SimilarExclude listing,$4.99Auction,$0.00100% Free shipping,1,$4.99,2,"Mar 30, 2024"
33,", preview full size image1898 INDIAN HEAD PENNY CENT SHOT BY A SHARP SHOOTER (lol) ANNIE OAKLEY??  #91898 INDIAN HEAD PENNY CENT SHOT BY A SHARP SHOOTER (lol) ANNIE OAKLEY??  #9",EditSell SimilarExclude listing,$18.98Auction,$3.960% Free shipping,1,$18.98,1,"Mar 30, 2024"
34,", preview full size image1865 Indian Head Penny/Cent (G+ - corrosion) : Comb. Shipping1865 Indian Head Penny/Cent (G+ - corrosion) : Comb. Shipping",EditSell SimilarExclude listing,$1.75Fixed price,$1.050% Free shipping,1,$1.75,–,"Mar 30, 2024"
35,", preview full size image1889 1890 1896 1899 Indian Head Cent Penny Set- Actual Coins Shown1889 1890 1896 1899 Indian Head Cent Penny Set- Actual Coins Shown",EditSell SimilarExclude listing,$7.95Fixed price,$0.00100% Free shipping,1,$7.95,–,"Mar 30, 2024"
36,", preview full size image1896 1897 1898 Indian Head Cent Penny Set- Actual Coins Shown1896 1897 1898 Indian Head Cent Penny Set- Actual Coins Shown",EditSell SimilarExclude listing,$17.95Fixed price,$0.00100% Free shipping,1,$17.95,–,"Mar 30, 2024"
37,", preview full size image🇺🇸🇺🇸 🇺🇸 1863 INDIAN HEAD PENNY COIN AU 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 🇺🇸 1863 INDIAN HEAD PENNY COIN AU 🇺🇸🇺🇸🇺🇸",EditSell SimilarExclude listing,$25.00Fixed price,$3.500% Free shipping,1,$25.00,–,"Mar 30, 2024"
38,", preview full size image1880 Indian Head Cent Penny ~ G GOOD ~ US Type Coin Collectible1880 Indian Head Cent Penny ~ G GOOD ~ US Type Coin Collectible",EditSell SimilarExclude listing,$4.95Fixed price,$0.00100% Free shipping,1,$4.95,–,"Mar 30, 2024"
39,", preview full size image1881 P Indian Head Cent / Penny  CULL   **FREE SHIPPING**1881 P Indian Head Cent / Penny  CULL   **FREE SHIPPING**",EditSell SimilarExclude listing,$2.49Fixed price,$0.00100% Free shipping,1,$2.49,–,"Mar 30, 2024"
40,", preview full size image1901 P - Indian Head Penny - G/VG1901 P - Indian Head Penny - G/VG",EditSell SimilarExclude listing,$2.00Fixed price,$1.000% Free shipping,1,$2.00,–,"Mar 30, 2024"
41,", preview full size image1887 Indian Head Cent Penny  M16321887 Indian Head Cent Penny  M1632",EditSell SimilarExclude listing,$128.00Fixed price,$3.950% Free shipping,1,$128.00,–,"Mar 30, 2024"
